Year,Area_Code,Prefecture,Population,Population_M,Population_F,Populatioin_Japanese,Population_U15,Population_15to64,Population_O65,Number_of_Birth,Total_Fertility_Rate,Number_of_Death,Immigrants_Japanese,Out_Immigrant_Japanese,Marriage,Divorce,Temperature_Average,Temperature_Max,Temperature_Min,Precipitation,Kndergarten_Children_Number,Nursery_School_Children,Elementary_School_Teachers,Elementary_School_Students,Junior_High_School_Teachers,Junior_High_School_Students,High_School_Teachers,High_School_Students,University_Teachers,University_Students,University_Graduates,Waste_Per_Person,Recycling_Waste_Rate,Hospital,Consumption_Expeses,Food_Expenses,Housing_Expenses,Utility_Expenses,Clothing_Expenses,Healthcare_Expenses,Transportaion_Communication_Expenses,Education_Expenses,Entertaiment_Expenses,Other_Consumption_Expenses
2018,R38000,ehime,1357000,642000,715000,1347000,162000,749000,441000,9330,1.55,18207,17153,21216,5421,2229,17.1,34.4,1.7,1796.5,11879,25188,4910,69473,2886,33942,2808,33942,1127,15971,3519,895,17.2,127,264107,68000,15644,21736,10474,11126,34154,10050,25237,55967
2018,R39000,kochi,707000,333000,374000,703000,79000,382000,245000,4559,1.48,10251,8770,11098,2659,1227,17.4,32.8,0.9,3092.5,2781,19866,2983,33127,2125,17432,2010,19060,952,8674,1919,961,20.7,115,309015,76610,21690,23137,10215,12514,48186,16115,23755,65914
2018,R40000,fukuoka,5131000,2428000,2703000,5061000,674000,3026000,1408000,42008,1.49,53309,99753,93510,25265,9624,17.7,34.5,2.7,1617,61299,111415,17303,281424,9696,134450,8559,130736,8796,108433,23514,946,20.8,399,322618,74368,22779,21001,13247,14117,51777,13846,29772,71888
2018,R41000,saga,821000,388000,432000,815000,112000,464000,244000,6535,1.64,10112,15616,17195,3449,1280,17.4,35.3,1,1877,4437,22821,3345,45416,2127,23256,2108,24527,803,7778,1735,889,20.1,89,293957,71469,15337,22410,10666,13071,48668,9734,27236,64876
2018,R42000,nagasaki,1341000,630000,711000,1333000,171000,741000,429000,10135,1.68,17714,22075,28386,5394,2050,17.7,33.6,2.5,1821,9431,36824,5376,71277,3314,36501,3171,37694,1721,16861,3655,958,14.9,121,271496,70163,22381,21168,9931,13292,38938,4949,25091,55637
2018,R43000,kumamoto,1759000,831000,928000,1745000,235000,985000,537000,14301,1.69,21380,26736,30681,7643,2972,17.5,35.6,0.5,1950.5,9535,53379,7023,97951,4082,48186,3800,47590,1679,25025,5623,899,22.7,176,266869,64177,18872,21473,11168,12881,38159,10296,23630,57152
2018,R44000,oita,1143000,541000,602000,1132000,141000,632000,371000,8200,1.59,14492,17143,20627,4804,1931,17.1,33.9,1.5,1663,9315,25333,4303,59233,2575,29373,2703,31329,1033,15028,3298,948,18.7,132,299677,69713,20663,19704,10030,12980,42833,9106,27412,77345
2018,R45000,miyazaki,1084000,511000,573000,1078000,145000,594000,342000,8434,1.72,13981,17220,20802,4637,2032,17.8,31.6,2.4,3167.5,6490,31604,4264,61593,2800,30095,2637,31318,1101,10174,2267,987,15.9,122,250452,64076,17290,17909,7993,10805,40447,6940,22182,54369
2018,R46000,kagoshima,1614000,759000,855000,1606000,215000,893000,506000,12956,1.7,22106,25112,29716,6839,2740,19,33.6,3.7,2397,10741,43469,7476,91129,4292,45395,4243,45985,1521,15158,3384,923,16.2,204,263272,63669,20257,19518,9053,12363,41083,9430,21348,57323
2018,R47000,okinawa,1454000,715000,739000,1438000,247000,888000,313000,15732,1.89,12157,25564,26317,7887,3618,23.5,31.2,14.4,2469.5,13825,49026,6428,101279,3759,48174,3570,45721,1365,17999,3907,884,13.8,80,226283,61441,21060,20157,6457,10203,31748,7863,16602,42691
2019,R01000,hokkaido,5259000,2480000,2780000,5223000,565000,3012000,1673000,31020,1.24,65498,47737,55467,23417,9833,9.8,26.5,-5.9,814,45449,76397,19145,239792,11679,124575,10337,123112,6683,78612,16702,960,23.2,484,294682,72912,20862,26332,10466,16466,42277,8848,29335,57289
2019,R02000,aomori,1253000,590000,663000,1247000,133000,699000,415000,7170,1.38,18424,16527,22874,4601,2009,11.4,29.8,-3.1,1093,4877,33675,4677,56886,3030,31052,2993,33653,1382,15344,3429,1003,14.3,77,243609,66593,14278,28089,7237,10276,37287,5095,20596,43755
2019,R03000,iwate,1226000,590000,636000,1218000,137000,684000,406000,6974,1.35,17826,16555,21223,4489,1754,11.3,30.5,-4.9,1029.5,6351,30017,4821,57949,2956,30973,2988,32580,1402,11362,2341,927,17.6,76,295396,75776,14899,27385,10431,13890,44216,10722,27779,59354
2019,R04000,miyagi,2312000,1128000,1184000,2290000,272000,1382000,652000,14947,1.23,25202,44379,47462,10073,3780,13.6,30,-0.9,1389.5,27006,38790,7913,115630,4851,58332,4562,58803,5012,49121,10819,990,15.9,112,276204,77920,17579,23460,11222,12791,33403,10218,27726,51256
2019,R05000,akita,972000,458000,514000,968000,95000,512000,359000,4696,1.33,15784,10570,14764,3161,1278,12.9,30.5,-1.8,1566.5,2516,24532,3248,41381,2225,22634,2086,23102,1023,8940,2006,994,15.2,52,261579,69080,11716,26180,8500,11282,40526,9193,23380,53105
2019,R06000,yamagata,1080000,522000,558000,1073000,123000,594000,360000,6401,1.4,15719,12196,16739,4014,1433,12.8,32,-2.9,1261.5,6489,25425,3957,52034,2332,27938,2507,29251,1062,11767,2691,922,14.4,54,306269,77343,16543,30221,9940,12455,53295,12377,25959,56830
2019,R07000,fukushima,1852000,914000,938000,1838000,211000,1053000,582000,11552,1.47,25004,23344,30269,7510,2985,14,32.2,-1.5,1462.5,19282,32198,6814,87730,4304,48183,4049,49425,1530,14215,2930,1035,12.7,103,275991,72397,11712,24701,9849,11340,41880,8375,25873,59599
2019,R08000,ibaraki,2879000,1437000,1442000,2818000,342000,1676000,843000,18004,1.39,33440,44371,48876,12270,4664,14.9,31.5,-2.5,1391,22983,57940,9650,141811,5881,73968,5717,75540,3172,29715,6578,985,20.8,153,286734,71054,13394,22506,9531,15243,45498,13836,28948,56074
2019,R09000,tochigi,1943000,970000,974000,1905000,235000,1146000,554000,12608,1.39,22138,30136,33654,8572,3181,14.9,32.4,-2.8,1867.5,12597,38509,7028,99301,4115,52085,3642,52182,4108,20033,4160,917,16.1,88,297811,76015,15809,23405,8982,14028,55910,10706,26235,56435
2019,R10000,gumma,1949000,964000,984000,1892000,232000,1131000,580000,11901,1.4,23254,26218,30302,8238,3142,15.7,33.3,-0.4,1447.5,11099,44654,6858,98773,4052,51794,3734,51371,1774,27774,6097,989,14.7,117,267624,72610,10408,19330,9399,13749,41335,6493,26200,57907
2019,R11000,saitama,7342000,3657000,3685000,7166000,881000,4508000,1961000,48298,1.27,69537,165369,147406,33671,12067,16.1,33.6,-0.8,1460.5,89327,112411,20699,369326,12388,186053,11197,172219,4646,111672,22080,861,23.7,295,337281,85210,14156,23565,14075,17413,44741,20381,39730,63848
2019,R12000,chiba,6283000,3120000,3162000,6131000,739000,3777000,1743000,40799,1.28,62004,146240,129053,28649,10072,16.8,32,2.4,1697,73309,97620,18439,312865,10841,157078,9781,148326,4110,104562,21691,905,21.3,255,306737,77778,16015,21287,11759,14900,46974,14700,32342,59032
2019,R13000,tokyo,14007000,6889000,7118000,13442000,1553000,9158000,3209000,101818,1.15,120870,427307,340732,86059,22707,16.5,32.8,1.4,1874,150270,279024,35103,614873,19524,300377,19265,310355,52097,671221,156932,871,22.3,589,332517,89185,26350,21419,14291,16227,36886,19935,37702,58695
2019,R14000,kanagawa,9224000,4589000,4635000,9004000,1099000,5771000,2329000,63035,1.28,83968,214726,190875,45922,14890,16.9,32.7,2.9,1937,109053,141983,25889,459003,14575,223830,12979,203674,5378,177372,35022,848,24.1,289,307594,82908,19411,20405,13015,16267,42400,14446,33373,54454
2019,R15000,niigata,2224000,1079000,1145000,2208000,254000,1249000,720000,13640,1.38,30572,20178,28340,8742,2823,14.6,31.7,0.5,1352,5873,62874,8303,107351,4750,54441,4194,55030,2713,26543,6040,1034,22,108,294196,75753,10362,25991,11081,11938,53272,11309,28054,55176
2019,R16000,toyama,1043000,506000,537000,1026000,119000,587000,337000,6604,1.53,13207,11663,13669,4226,1327,15.2,32.1,0.5,2097.5,2634,28398,3574,49847,2109,27235,2237,27680,1133,10561,2298,1046,23,87,307640,78375,17603,25679,10449,12506,51376,8174,29062,62729
2019,R17000,ishikawa,1139000,553000,586000,1124000,140000,661000,337000,7808,1.46,12900,17083,19639,4985,1532,15.8,32.1,1.3,2009.5,5530,35158,4077,58793,2190,30109,2433,31532,2740,26624,5739,933,14.9,81,355065,87124,24847,26311,12923,14016,57709,17612,37560,66126
2019,R18000,fukui,771000,376000,396000,758000,97000,436000,235000,5307,1.56,9593,8384,11216,3320,1093,15.6,33,0.7,1851.5,1567,25400,3096,41062,1835,21206,1654,21856,1045,9922,2181,964,14.3,57,286636,76582,14360,25639,9321,12517,42775,11039,24358,57634
2019,R19000,yamanashi,815000,400000,415000,800000,95000,466000,250000,5193,1.44,10083,12267,14620,3664,1356,15.9,33.8,-2.3,1168,3913,19834,3123,39951,1849,21544,1829,24070,1278,16047,3853,986,16.7,52,298705,72356,19477,21427,10562,12635,47038,6606,28479,70812
2019,R20000,nagano,2061000,1007000,1054000,2026000,250000,1146000,653000,13553,1.57,26041,24948,29275,8809,2981,12.9,32.1,-4.5,1006,8913,49131,7260,105871,4690,56013,4431,56070,1636,15911,3268,816,20.5,112,315017,74505,25124,24319,10687,14404,47655,6496,33429,64785
2019,R21000,gifu,1992000,967000,1025000,1941000,248000,1140000,599000,12776,1.45,23417,25093,31326,8227,3004,17,34.2,0.8,1798,19792,36665,7302,106404,4276,55223,4084,54178,1839,19125,4030,894,17.2,86,287263,73422,12233,22270,9691,13320,46046,14598,27413,56291
2019,R22000,shizuoka,3653000,1802000,1851000,3564000,447000,2107000,1089000,23457,1.44,42190,49294,56692,15848,5834,17.8,32.4,2.8,2390.5,37470,64221,11521,190302,6948,98143,6747,96815,2124,33505,7335,885,18.2,144,280604,77574,12706,22524,10278,14084,40252,8919,25200,56846
2019,R23000,aichi,7557000,3777000,3780000,7301000,991000,4669000,1892000,57145,1.45,69932,110970,110001,39933,12342,17,33.9,1.2,1555.5,77179,156863,24435,414038,13670,206367,12369,193454,11248,177029,39858,915,21.3,286,287547,75820,23763,20885,10041,13008,40436,11680,28458,52978
2019,R24000,mie,1783000,871000,912000,1734000,218000,1034000,530000,11690,1.47,20811,25345,31596,7743,2864,16.9,32.1,2.7,1630,13909,39806,6917,93515,3819,47916,3535,47154,1274,13969,3070,947,23.1,81,311319,74195,18778,20635,10572,14486,56808,10646,31240,60957
2019,R25000,shiga,1416000,699000,717000,1384000,195000,852000,368000,10627,1.47,13221,25679,26090,6439,2095,15.8,32.8,1.6,1398.5,12486,34089,5568,81817,3115,40716,2827,38792,1064,30692,6783,837,17.8,50,303491,79385,20657,22786,10478,16230,41618,13629,30122,57251
2019,R26000,kyoto,2592000,1239000,1353000,2532000,299000,1531000,753000,16993,1.25,27028,52884,56327,11497,4022,16.9,34.3,1.9,1407.5,23127,57297,8376,123493,5141,65551,5276,69037,10194,140970,31174,836,15.7,154,257780,74071,10563,19911,9870,13018,30135,14170,25234,51128
2019,R27000,osaka,8842000,4243000,4599000,8612000,1043000,5333000,2434000,62557,1.31,90410,160815,150122,46395,16282,17.6,33.7,3.2,1219,81942,160537,28319,433013,16777,221426,14614,220504,13618,223409,48307,953,13.1,475,270408,76693,19775,21085,10152,13399,30963,10052,27349,50543
2019,R28000,hyogo,5488000,2614000,2874000,5383000,674000,3202000,1591000,38043,1.41,57938,85647,92907,25109,9143,17.7,32.3,3.7,1177.5,48033,100945,18609,287019,10388,143222,10005,136275,6810,115811,25724,926,15.7,316,271236,74775,18533,16640,9977,12643,33994,12170,27492,54547
2019,R29000,nara,1333000,628000,705000,1321000,158000,756000,417000,8323,1.31,14660,22198,26045,5249,2024,16.3,33.5,0.7,1482.5,11962,27566,4911,68361,2877,36288,2585,35220,1544,20374,4445,905,16.2,75,314939,76536,27137,22165,11179,14269,48332,16759,30742,54707
2019,R30000,wakayama,931000,439000,492000,925000,107000,511000,306000,5869,1.46,12837,10499,14367,3860,1595,17.4,32.2,2.9,1625.5,5270,18952,3900,45438,2276,23809,2149,25524,704,7297,1572,952,12.2,75,242191,65239,13440,20035,8495,12400,33189,9082,24093,48153
2019,R31000,tottori,557000,266000,291000,553000,70000,308000,178000,3988,1.63,7605,8048,9783,2389,885,16,33.6,1.5,1536.5,2131,17583,2444,28569,1428,14762,1386,14793,845,6712,1436,1031,29.2,39,280966,72470,16859,21901,9882,11450,44073,7664,26828,58428
2019,R32000,shimane,677000,327000,350000,668000,83000,360000,231000,4594,1.68,9710,9841,11465,2625,945,15.9,31.7,1.8,1490.5,3100,23122,3168,34115,1881,17188,1744,18121,949,6944,1450,955,20.8,40,276112,66834,16988,24027,10559,12698,43969,6055,22584,62085
2019,R33000,okayama,1897000,912000,985000,1869000,237000,1080000,573000,13695,1.47,21944,27045,30311,8734,3064,16.5,32.8,0.4,921.5,14535,45281,7589,100129,4105,50698,3997,52458,3879,38912,8613,1002,29.1,145,306454,73890,22597,20952,11410,14322,48805,11971,27416,62344
2019,R34000,hiroshima,2813000,1364000,1449000,2762000,358000,1623000,823000,20034,1.49,31237,43984,49302,13185,4484,17.2,32.1,2.6,1381.5,24365,65231,9707,150797,5490,74394,5289,70884,4062,55496,12247,899,18.7,207,308614,76752,25871,20339,11983,13872,47197,15504,32141,52796
2019,R35000,yamaguchi,1357000,644000,713000,1340000,158000,735000,466000,8771,1.56,19081,20887,25317,5620,2143,16.3,32.2,0.4,1974.5,14505,25010,5080,67363,3021,33949,2909,33099,1474,18449,3999,991,32.7,117,306301,73467,21012,22143,10052,15408,54271,10463,27655,61612
2019,R36000,tokushima,728000,347000,381000,722000,81000,402000,245000,4554,1.46,10126,8586,11549,2878,1123,17.4,32,3.6,1543,5452,15735,3042,35153,1779,18173,1630,18431,1574,11821,2559,964,16,92,278855,69212,15509,20341,10550,10619,44922,10024,27718,59553
2019,R37000,kagawa,958000,463000,494000,945000,117000,535000,305000,6631,1.59,12148,16206,18219,4237,1674,17.3,32.4,2.6,927.5,9744,22084,3552,50707,2147,25987,2096,25878,749,9120,1983,868,18.2,77,308268,68727,18130,20172,10541,13012,52516,9667,31246,72517
2019,R38000,ehime,1346000,638000,708000,1335000,159000,739000,442000,8446,1.46,18281,16811,21045,5360,2151,17.4,32,3.2,1144.5,11608,24068,4880,68622,2849,33291,2803,33321,1105,16051,3487,901,16.5,122,253697,65533,14019,20487,9309,12140,39831,8758,23791,46093
2019,R39000,kochi,699000,330000,369000,695000,77000,375000,246000,4270,1.47,10317,8513,11096,2630,1240,17.8,31.4,2.6,2538.5,2655,20511,2986,32428,2089,17232,2022,18343,993,8861,1924,971,20.3,113,302399,74006,24047,21279,8847,12060,47206,10601,28138,63557
2019,R40000,fukuoka,5134000,2431000,2703000,5058000,670000,3008000,1425000,39754,1.44,54099,99877,93553,25777,9774,17.9,31.9,4.4,1608.5,59352,113969,17521,282012,9765,134958,8541,128210,8758,109289,23772,945,21,398,299637,74024,19375,19025,13255,13626,43269,14572,29892,61409
2019,R41000,saga,817000,387000,430000,810000,110000,458000,246000,6231,1.64,9967,15192,17234,3394,1329,17.7,31.9,2.4,2078.5,4080,22209,3376,45085,2133,23204,2068,23834,785,7729,1721,900,19.7,87,295205,70713,17355,21314,11577,14739,43023,11526,26354,65231
2019,R42000,nagasaki,1327000,624000,703000,1318000,168000,725000,433000,9585,1.66,17612,20919,27939,5472,2126,17.9,31.1,4.5,1788,8757,35906,5376,70472,3298,35982,3162,36624,1712,17010,3704,969,15.8,121,271229,68686,20871,21602,8822,12176,39277,6041,22733,60882
2019,R43000,kumamoto,1749000,828000,922000,1734000,233000,972000,543000,13305,1.6,21670,26476,30730,7535,2950,17.7,32,2.1,2026.5,9061,54825,7081,97724,4042,47827,3783,46369,1642,24973,5437,896,20.7,173,289882,68871,23533,19977,10342,12599,41152,15629,24673,60381
2019,R44000,oita,1134000,538000,596000,1121000,139000,623000,373000,7624,1.53,14614,17300,20394,4954,1944,17.4,31.1,3.3,1753,8684,25067,4298,58558,2521,29191,2697,30846,1044,15122,3177,962,19.1,130,249209,62719,14227,18838,8413,12972,35099,6460,24077,55387
2019,R45000,miyazaki,1077000,508000,569000,1071000,143000,584000,346000,8043,1.73,13788,16780,20220,4633,2040,18.4,30.9,4.2,3045.5,6133,32164,4292,61174,2779,29905,2617,30455,1090,10037,2222,982,16.6,120,263264,65441,13803,17497,8380,13520,47727,5731,21791,58321
2019,R46000,kagoshima,1602000,754000,848000,1591000,213000,878000,512000,11977,1.63,21834,25026,30194,6865,2895,19.4,32.1,5.5,2470,10201,42273,7526,90463,4250,44933,4240,44981,1504,15203,3265,920,15.6,204,285921,71660,16466,18844,9092,17896,41379,8322,28002,63167
2019,R47000,okinawa,1462000,719000,742000,1442000,245000,886000,322000,14902,1.82,12509,26892,26726,8027,3617,23.9,31.8,15.8,2637.5,11005,50444,6485,101550,3785,48382,3529,44938,1354,17920,3796,889,14.5,78,210593,61599,22237,17993,5749,10858,25255,5815,16888,35658
2020,R01000,hokkaido,5224614,2465088,2759526,5151366,555804,2945727,1664023,29523,1.21,65078,48494,50418,20904,9070,10,28.1,-5.3,905,41743,79404,19071,236396,11576,123129,10158,119773,6636,79409,17011,949,23.4,479,301683,77680,27305,27309,9227,14251,41407,9394,26539,56316
2020,R02000,aomori,1237984,583402,654582,1224334,129112,676167,412943,6837,1.33,17905,16413,21145,4032,1915,11.6,29.5,-1.7,1417,4632,30723,4536,55717,3001,30206,2953,32155,1389,15400,3486,993,14,77,251881,75325,18537,27837,7340,11863,29385,3841,18924,48177
2020,R03000,iwate,1210534,582952,627582,1194745,132447,658816,404359,6718,1.32,17204,15663,19530,3918,1679,11.4,30.4,-3.3,1462,5498,28895,4759,56822,2868,30388,2921,31229,1376,11489,2571,908,17.5,77,270902,74023,24850,27129,7879,13034,40561,6573,20179,46232
2020,R04000,miyagi,2301996,1122598,1179398,2242701,268428,1346845,638984,14480,1.2,24632,44078,44242,8921,3553,13.7,30.9,0.5,1247,25704,39497,7881,114086,4875,58381,4536,57157,5113,49410,10891,977,15.8,109,264817,76291,24121,22717,8369,12655,31760,6955,22245,49899
2020,R05000,akita,959502,452439,507063,950192,92673,500687,357568,4499,1.24,15379,10519,13519,2686,1213,12.8,30.3,-0.8,2022.5,2258,22621,3193,40192,2185,22182,2047,22266,1003,8884,1991,987,14.9,50,264922,72763,14661,25743,6791,11625,38578,4394,22769,56050
2020,R06000,yamagata,1068027,516438,551589,1056617,120086,578819,359554,6217,1.37,15348,11944,15171,3530,1362,13,32.7,-1.3,1284.5,5840,24954,3921,50885,2311,27473,2462,28281,1043,11723,2590,901,13.3,53,293536,77254,16066,29590,8525,12431,47277,8545,22462,59256
2020,R07000,fukushima,1833152,903864,929288,1797450,206152,1020241,572825,11215,1.39,24515,23250,29528,6674,2969,14.1,33.6,0.3,1224.5,17964,31614,6761,86804,4244,47108,3986,47571,1544,14288,3122,1033,13.2,102,268003,72590,17053,25553,7490,12341,41888,4019,21190,53859
2020,R08000,ibaraki,2867009,1430976,1436033,2763432,333741,1638165,839907,17389,1.34,32931,45720,47468,10622,4403,15,32.2,0.2,1422,21382,57353,9664,139002,5884,72868,5644,74121,3207,30258,6568,969,20.7,153,274520,71373,15978,22431,8724,11404,44158,6529,23652,59643
2020,R09000,tochigi,1933146,964930,968216,1869256,227553,1115611,554381,11808,1.32,21702,30080,31838,7396,3037,15,33.6,0.2,1353.5,11134,40394,6930,96704,4095,51558,3584,50745,4190,20388,4274,925,15.9,87,279214,75567,15581,22034,8642,14546,38242,9706,24730,57012
2020,R10000,gumma,1939110,959411,979699,1860213,224304,1096231,576729,11660,1.39,23286,26611,28889,7044,2857,15.8,35.1,1.7,1315.5,9565,46241,6832,96764,4059,51167,3664,49994,1777,28312,6329,990,14.3,115,289142,77211,11422,20367,9693,14086,51866,8812,26870,55778
2020,R11000,saitama,7344765,3652169,3692596,7055679,858384,4335188,1934994,47328,1.27,70758,163059,145147,29260,10659,16.2,35.6,1.2,1364,85521,112929,20810,366426,12511,186455,11091,167972,4680,111852,21573,861,24.4,296,326313,84240,16200,21742,11915,14721,55992,23246,31583,54611
2020,R12000,chiba,6284480,3117987,3166493,6040814,734496,3715691,1699991,40168,1.27,62118,143177,126407,24996,9187,17,33.2,4.5,1791.5,70331,100009,18436,309553,10801,156873,9785,145920,4114,104866,22013,894,22,255,303193,82761,23198,20927,9491,16062,41589,19252,26219,51863
2020,R13000,tokyo,14047594,6898388,7149206,13233213,1566840,8944193,3107822,99661,1.12,121219,401168,362794,73931,20783,16.5,34.1,3.7,1590,144095,287079,35618,619291,19736,304405,19254,306302,52713,673683,160260,839,24.2,588,325010,92079,30206,21596,12070,18417,33290,19338,31559,52953
2020,R14000,kanagawa,9237337,4588268,4649069,8876834,1085763,5628918,2308578,60865,1.26,84601,213490,188541,39641,13509,17,33.7,4.7,1687.5,103613,159800,26069,454751,14652,224709,12993,200230,5488,174710,34924,837,24.9,289,295913,84137,23113,21477,9093,18723,33451,15685,28787,48166
2020,R15000,niigata,2201272,1068670,1132602,2168416,247480,1210917,715935,12981,1.33,29455,20451,26558,7570,2637,14.7,31.5,1.5,2077.5,5239,62210,8286,105818,4755,53720,4046,53114,2820,27153,6182,1016,21.7,105,273946,75581,13904,23760,9041,12429,45737,10323,23895,48205
2020,R16000,toyama,1034814,502637,532177,1009388,115177,568052,333008,6256,1.44,12981,11545,13267,3720,1239,15.4,33.9,1.6,2136,2249,29101,3595,48757,2052,26565,2222,26722,1112,10739,2393,1039,22.7,87,302233,80185,13035,25840,9779,12348,48804,8802,27599,63232
2020,R17000,ishikawa,1132526,549771,582755,1102692,137096,641383,333660,7712,1.47,12721,17077,18576,4336,1474,15.9,32.9,2.8,2535.5,4834,34108,4062,57706,2198,30259,2409,30515,2741,27369,5838,913,15,78,299375,79070,15940,22207,10384,14836,48003,13977,26566,55186
2020,R18000,fukui,766863,373973,392890,746068,95544,427984,232684,5313,1.56,9286,8492,10800,3029,1052,15.6,34,2.2,2531.5,1311,25632,3095,40177,1832,21170,1654,21221,1050,10068,2242,938,13.4,57,253715,75628,12243,24883,7392,12936,32947,9089,23553,44645
2020,R19000,yamanashi,809974,397309,412665,786673,91629,453633,245884,5184,1.48,9796,12532,13890,3182,1296,15.9,35.8,0.2,1431,3841,19107,3151,39153,1847,21202,1827,23384,1253,16126,3471,972,17.2,52,290406,76623,16718,21662,9302,12856,46564,10919,26373,57231
2020,R20000,nagano,2048011,1000389,1047622,1997083,242873,1118429,646942,12864,1.46,25428,26050,28131,7701,2910,13.1,33.5,-2.1,1030,8775,52058,7209,103666,4715,55507,4344,54280,1637,16388,3355,807,21.4,111,270419,72276,20126,23588,9181,12337,36873,7203,24597,52558
2020,R21000,gifu,1978742,960436,1018306,1900727,240520,1105215,593751,12092,1.42,22720,24615,30312,7003,2834,17,35.9,2.8,2088.5,19001,37467,7280,104118,4229,54433,4079,52577,1876,19827,4145,878,16.3,85,304271,76629,18816,22270,10997,17115,49751,11658,27896,55781
2020,R22000,shizuoka,3633202,1791118,1842084,3523817,438723,2071258,1084282,22497,1.39,42191,48690,54270,13846,5474,17.8,33.4,4.6,2613.5,34376,62833,11564,187254,6937,97950,6663,94652,2171,33809,7390,858,18.2,140,281343,79406,17084,21167,7925,16191,39741,7714,24461,55845
2020,R23000,aichi,7542415,3761502,3780913,7164758,973642,4502713,1864603,55613,1.44,70518,105208,107475,35390,11713,17,35.9,3.1,1711,71105,157939,24518,410482,13744,206920,12354,190309,11364,177380,40628,895,22.3,284,282283,78351,13305,20536,9784,14453,45329,14570,26949,45022
2020,R24000,mie,1770254,864475,905779,1698876,211090,997052,522073,11141,1.42,20716,25108,29419,6855,2759,17.1,33.6,3.8,1787,12874,39969,6847,91910,3772,47472,3472,45829,1268,14064,3129,947,20.4,81,285114,73364,15410,19790,8679,12212,52476,9353,26012,53140
2020,R25000,shiga,1413610,697429,716181,1359501,191369,824781,365311,10437,1.5,13039,24935,25427,5878,2050,15.8,34.2,2.4,1862.5,11436,34237,5513,81054,3113,40601,2783,37868,1085,31100,7141,822,18,50,304172,81180,12435,21491,11649,12620,55097,12135,29293,54566
2020,R26000,kyoto,2578087,1231468,1346619,2460764,293465,1467216,734493,16440,1.26,26860,51753,55681,10197,3742,17,36.2,3.3,1644.5,22094,54203,8395,121712,5204,65443,5222,67847,10291,141870,31639,785,14.3,152,253880,79072,8686,20662,8888,13433,31929,12487,23448,43543
2020,R27000,osaka,8837685,4235956,4601729,8411856,1029499,5199504,2361723,61878,1.31,91644,159317,145935,40989,14832,17.7,35.7,4.7,1521.5,78517,163745,28574,427884,16867,220342,14451,214115,13911,226452,50478,915,13.4,473,246247,76729,18912,20164,7903,12829,24808,10542,19294,44371
2020,R28000,hyogo,5465002,2599756,2865246,5215927,660205,3075863,1546543,36953,1.39,58654,83526,91049,21964,8370,17.6,34,5.1,1614.5,45514,103747,18485,282758,10316,142012,9930,132810,6873,116299,26160,901,15.5,314,268760,78235,11982,17461,9449,15875,31173,12525,23502,53604
2020,R29000,nara,1324473,623926,700547,1302289,154271,737675,414576,7831,1.28,14678,22128,25177,4574,1831,16.3,35.8,2.3,1628.5,11097,26285,4892,67172,2840,36085,2561,33849,1538,20655,4365,883,15.8,71,299627,81275,21951,22665,9912,14386,40514,16884,27727,52654
2020,R30000,wakayama,922584,435051,487533,911408,105360,503704,305500,5732,1.43,12610,10631,13808,3527,1529,17.5,34.5,4.3,1657.5,4606,19765,3914,44501,2280,23633,2119,24240,693,7524,1594,938,13.2,75,245467,65955,17125,19669,7608,15361,29836,8723,21593,49261
2020,R31000,tottori,553407,264432,288975,543979,68330,300002,177046,3783,1.52,7096,8144,9152,2098,814,15.9,35,2.3,2096,2021,16994,2415,28238,1403,14522,1389,14572,853,6736,1484,995,28.6,39,296669,76348,17658,21726,9164,13722,61606,5735,24816,53702
2020,R32000,shimane,671126,324291,346835,656197,81641,352656,227881,4473,1.6,9585,9693,11225,2398,877,15.8,34,2.1,2015,2852,22067,3162,33921,1859,17119,1739,17707,884,7098,1479,946,21,38,294519,73347,18742,24954,8691,13740,49798,8320,24210,59770
2020,R33000,okayama,1888432,908045,980387,1810900,229352,1032394,557991,13521,1.48,21788,27074,29057,7852,2986,16.5,35.6,1.6,1154,13087,47538,7574,98893,4100,50683,3959,51008,3934,39347,8378,931,24.6,145,262385,72021,18861,20653,9344,13493,36796,11895,21249,47279
2020,R34000,hiroshima,2799702,1357156,1442546,2713163,352678,1580054,811931,19606,1.48,30244,42389,46568,11765,4233,17.1,34.5,3.6,2026.5,22254,61549,9771,149529,5513,74729,5253,69260,4127,55652,12546,877,19.6,206,287257,78956,16352,21780,8840,16707,40062,10419,26585,55305
2020,R35000,yamaguchi,1342059,636736,705323,1313593,153608,709992,459957,8203,1.48,18477,21026,24321,4810,1988,16.1,35.1,0.8,2277,13873,26519,5055,66289,3008,33677,2855,32051,1472,18546,3901,982,33,114,286130,71864,15423,21938,10486,12254,50565,7907,25466,57070
2020,R36000,tokushima,719559,343265,376294,693084,77129,375657,238346,4521,1.48,9886,8579,10924,2609,1081,17.5,34.6,4.6,1644,4927,16060,3052,34671,1739,17397,1610,17801,1556,11867,2640,958,16.5,92,295661,76260,14281,21216,9315,16379,37376,10267,25284,72173
2020,R37000,kagawa,950244,459197,491047,920884,113757,518056,296533,6179,1.47,12183,15420,17247,3786,1498,17.4,35.5,3.1,1108.5,9188,23919,3545,49988,2115,25567,2069,25477,764,9129,2004,850,19.3,77,275267,72102,17718,20061,7986,11940,37944,7608,25313,61252
