Year,Area_Code,Prefecture,Population,Population_M,Population_F,Populatioin_Japanese,Population_U15,Population_15to64,Population_O65,Number_of_Birth,Total_Fertility_Rate,Number_of_Death,Immigrants_Japanese,Out_Immigrant_Japanese,Marriage,Divorce,Temperature_Average,Temperature_Max,Temperature_Min,Precipitation,Kndergarten_Children_Number,Nursery_School_Children,Elementary_School_Teachers,Elementary_School_Students,Junior_High_School_Teachers,Junior_High_School_Students,High_School_Teachers,High_School_Students,University_Teachers,University_Students,University_Graduates,Waste_Per_Person,Recycling_Waste_Rate,Hospital,Consumption_Expeses,Food_Expenses,Housing_Expenses,Utility_Expenses,Clothing_Expenses,Healthcare_Expenses,Transportaion_Communication_Expenses,Education_Expenses,Entertaiment_Expenses,Other_Consumption_Expenses
2010,R39000,kochi,764456,359134,405322,758057,92798,447540,218148,5518,1.42,9769,10778,11560,3328,1463,17.6,33.2,1.3,3093,4404,19468,3389,39059,2271,20933,2106,21303,903,7835,1615,940,24.4,124,299170,65112,19815,21250,12237,11707,37973,11495,31395,78655
2010,R40000,fukuoka,5071968,2393965,2678003,4986581,684124,3227932,1123376,46818,1.44,46996,98435,95762,29247,10952,17.5,35.2,3.3,1729,64076,92838,15799,281109,9566,143245,8540,133930,8207,109456,23398,1001,22.8,406,282707,61907,23118,19567,11654,12503,35363,12349,25653,69635
2010,R41000,saga,849788,400136,449652,843877,123447,515206,208096,7640,1.61,9212,15906,17494,4210,1536,17,34.7,1.3,1941,9198,19705,3312,51448,2240,27474,2174,27006,787,7700,1661,860,17.9,96,298811,65968,21573,22291,12117,12107,40270,11531,27883,75671
2010,R42000,nagasaki,1426779,665899,760880,1414600,193428,857416,369290,12004,1.61,16303,24343,29206,6647,2515,17.5,32.8,3.5,1897.5,13920,31176,5672,81106,3638,43728,3461,44804,1794,17100,3677,945,17.5,134,267616,60806,18876,22189,12190,10039,33187,9910,28854,63084
2010,R43000,kumamoto,1817426,853514,963912,1798586,249606,1093440,463266,16246,1.62,19217,28759,31031,9098,3623,17.4,34.8,1.1,2072.5,15908,45879,7183,102544,4240,54026,4014,52414,1730,26295,5591,836,18.2,180,273037,63736,17119,21678,11310,12036,34521,15251,27743,60468
2010,R44000,oita,1196529,564890,631639,1183206,155634,717319,316750,10072,1.56,12988,19505,21548,6076,2314,17,34.6,2.1,1298,12427,20647,4560,64187,2739,33610,2822,34179,997,15323,3354,924,20,134,275238,64452,17305,19354,11660,9556,35319,9155,29505,67479
2010,R45000,miyazaki,1135233,533035,602198,1127597,158588,680854,291301,10217,1.68,12334,19870,22017,5892,2415,17.7,32.1,2.3,2811,9727,26939,4216,65122,2904,35057,2728,34901,975,10145,2071,988,20,128,265322,59998,23638,17145,9086,12628,37945,8178,25387,61194
2010,R46000,kagoshima,1706242,796896,909346,1693314,233379,1016150,449692,15124,1.62,20294,29182,32167,8682,3328,18.9,33.4,4.3,2942,18797,33678,7698,95583,4624,50941,4596,53211,1471,16177,3565,926,17.1,228,304580,60967,19688,19133,11621,13842,43415,13944,31698,79355
2010,R47000,okinawa,1392818,683328,709490,1377248,246313,897960,240507,17098,1.87,10156,24399,23983,8892,3580,23.1,31.6,14.1,2895.5,17250,30907,5654,100657,3632,50657,3841,49088,1258,18362,3877,834,12.7,81,238723,54297,24269,19706,7538,9127,28479,10577,20140,57283
2011,R01000,hokkaido,5488000,2593000,2896000,5470000,650000,3455000,1382000,39292,1.25,56970,51998,54480,26518,11847,9.3,27.9,-6.7,1253.5,65213,64281,19731,269865,12534,144409,11287,140711,6526,79970,17331,1006,23.8,509,270689,62996,15211,24787,11604,10997,32204,10590,27054,66989
2011,R02000,aomori,1363000,641000,722000,1360000,168000,840000,355000,9531,1.38,16419,20089,23345,5583,2377,10.6,28.4,-4.9,1570.5,8835,32577,5286,72426,3362,40509,3334,40878,1305,14848,3333,1038,13.6,86,260743,64734,14803,28662,9856,11112,30439,10641,22516,58878
2011,R03000,iwate,1315000,628000,686000,1310000,165000,791000,358000,9310,1.41,22335,18756,22199,5344,2038,10.5,29.5,-7.3,1229,12066,24963,5358,70055,3326,37709,3159,38374,1344,11519,2275,926,18.7,77,279059,70157,14292,27116,10099,11606,31660,9185,25775,69126
2011,R04000,miyagi,2326000,1130000,1196000,2314000,303000,1503000,520000,18062,1.25,33975,47662,54064,11409,3826,12.9,29,-2.5,1214,31142,21034,8179,125638,4918,65063,4628,62555,4619,50206,11210,1047,16.6,114,247346,62067,19383,21500,9879,9297,30866,7067,22240,53808
2011,R05000,akita,1075000,505000,570000,1072000,121000,634000,319000,6658,1.35,14642,13169,15859,4058,1555,11.8,29.5,-3.7,1834,8120,22579,3829,51129,2408,28739,2427,29264,976,8393,1796,976,16.4,59,288574,65869,17479,25339,10265,12353,38327,11650,26685,69477
2011,R06000,yamagata,1162000,558000,604000,1156000,147000,693000,321000,8555,1.46,14880,15259,16172,4739,1703,11.8,30.9,-4.5,1144.5,11363,19951,4474,62119,2593,33250,2707,33893,1072,11224,2424,880,16.9,55,282279,66049,17767,28377,9546,11236,36184,12721,26887,64721
2011,R07000,fukushima,1988000,968000,1020000,1979000,263000,1225000,502000,15072,1.48,26106,21741,53122,8796,3341,13.3,31.1,-2.8,1091.5,26715,21064,7659,108428,4775,59377,4598,58962,1210,15508,3219,1068,14.1,107,262972,60942,21033,23506,8858,11501,33586,5107,23470,65352
2011,R08000,ibaraki,2960000,1475000,1485000,2920000,394000,1888000,676000,23219,1.39,29910,46329,51080,14381,5079,14.1,30.2,-3.5,1498.5,39829,44571,10338,165441,6277,86027,5832,80494,3044,30571,6738,1004,20,162,294859,62676,28452,20719,10521,13374,38175,12188,25515,70163
2011,R09000,tochigi,2000000,993000,1007000,1975000,267000,1286000,447000,15913,1.38,20469,32071,33485,10069,3654,14.2,31.1,-3.5,1619.5,31299,29660,7010,111167,4261,56750,3877,55620,3432,20205,4309,955,18.1,91,303256,66343,13839,23083,12196,14113,42051,11007,29387,79732
2011,R10000,gumma,2001000,985000,1016000,1967000,272000,1250000,479000,15637,1.41,20930,27260,28510,9147,3530,14.9,32.4,-1.8,1340,21949,42129,7082,114134,4181,58737,3908,53743,1676,26146,5373,1076,14.9,120,285954,66772,13745,20208,11223,12177,42701,8654,28398,72745
2011,R11000,saitama,7209000,3612000,3597000,7119000,949000,4752000,1506000,58059,1.28,57670,159200,147057,36227,13547,15.4,33,-1.6,1324.5,115024,78811,19949,390680,12136,197970,11197,175838,4374,118690,22034,928,24.8,294,317838,75422,24121,23737,14865,14391,33600,14256,40037,66819
2011,R12000,chiba,6217000,3097000,3120000,6138000,801000,4043000,1370000,50379,1.31,51689,138402,142337,32186,11591,16.3,31.1,1.6,1258.5,96398,68828,18343,335370,10697,165905,9539,149103,4074,106202,21585,976,24,244,293108,72460,19963,20386,12317,16342,32988,11457,33545,60529
2011,R13000,tokyo,13198000,6524000,6674000,12870000,1491000,8992000,2713000,106027,1.06,105723,394116,349634,86888,24927,16.5,31.2,1.5,1479.5,171769,166471,31877,592192,19055,311982,18750,313870,48616,642914,150834,992,22.8,592,313651,78848,23707,21154,14231,15455,32833,20077,35972,61051
2011,R14000,kanagawa,9060000,4544000,4516000,8934000,1184000,6009000,1865000,76000,1.27,70946,210631,200512,50806,16792,16.3,31.4,1.9,1557,142873,96770,24532,481911,14400,235238,12367,198436,5138,189578,35724,940,24.7,297,322798,74282,23770,20406,16181,15280,34485,17757,36451,72278
2011,R15000,niigata,2364000,1143000,1221000,2353000,297000,1441000,624000,17667,1.41,27319,24711,26881,10278,3253,13.9,30.7,-0.7,1858,15572,57704,8678,124116,5155,65663,4763,64974,2325,24871,5401,1033,22.7,110,280430,67151,22062,24801,8599,10370,40075,11435,25257,61529
2011,R16000,toyama,1088000,525000,564000,1078000,140000,661000,287000,7823,1.37,12264,12978,13318,4628,1432,14.3,31.1,-1.1,2668.5,7411,28675,3717,59145,2168,30500,2354,28753,1100,10207,2179,1004,23.5,91,299246,68186,12744,26337,11167,13409,41082,9056,30270,77830
2011,R17000,ishikawa,1167000,564000,603000,1157000,158000,730000,279000,9555,1.43,11962,17161,17915,5467,1711,14.8,31.3,-0.9,2467,8122,34180,4247,65598,2391,33822,2495,32249,2539,24552,5389,1001,15.4,88,303281,73556,17097,25311,13611,14139,34700,15626,28392,71801
2011,R18000,fukui,803000,389000,415000,793000,111000,490000,202000,6728,1.56,8757,9123,10154,3727,1171,14.6,32.7,-1,2670,5259,24099,3186,45879,1871,24448,1829,23751,917,8624,1732,984,18.5,62,300191,69639,11774,25518,11486,10994,36870,12502,27673,84682
2011,R19000,yamanashi,857000,420000,438000,846000,113000,532000,213000,6412,1.41,9358,13265,15111,3922,1511,15,32.7,-3.8,1423.5,6972,19038,3246,47563,1955,25890,2067,27467,1089,16269,3522,1003,17.5,52,264055,65244,17723,21213,11210,10351,33480,10159,28215,57511
2011,R20000,nagano,2142000,1042000,1101000,2115000,292000,1279000,571000,16917,1.5,23887,28731,28807,9985,3443,12,31.2,-5.7,958.5,13168,48904,7644,121890,4854,63671,4615,60170,1507,14478,3246,867,25.4,117,297463,65610,12173,24044,12724,12239,42852,9386,30437,78105
2011,R21000,gifu,2071000,1003000,1069000,2038000,287000,1280000,504000,16851,1.44,21053,27016,29367,9647,3385,15.9,33.2,-1.3,1779,23174,39551,7490,120294,4549,62344,4114,57002,1689,19097,3968,959,21.3,91,298591,66552,23210,24117,13983,11979,49532,13861,28929,56995
2011,R22000,shizuoka,3752000,1847000,1904000,3695000,507000,2339000,903000,31172,1.49,37303,52784,54858,19093,6804,16.9,31.6,-0.4,2498,62107,51944,11450,208926,6971,107562,7058,101628,2039,31760,6967,968,21.8,154,302761,71829,25228,22652,13036,11731,33948,12071,31146,70677
2011,R23000,aichi,7418000,3707000,3712000,7263000,1063000,4824000,1530000,68973,1.46,59720,108601,102222,42425,13451,16.1,32.7,-0.7,1785.5,97925,134999,22942,430770,13414,219695,12135,192780,10412,172004,37902,974,23.4,288,269308,71971,14452,22263,13221,11766,34387,11238,29263,51974
2011,R24000,mie,1847000,900000,948000,1817000,251000,1145000,451000,15080,1.47,19271,28019,28987,8947,3264,16.1,31.3,0.9,1751.5,20051,37074,7150,104557,4171,54609,3840,50654,1226,13669,3073,967,30.7,89,299461,66165,15599,21556,12931,13334,37554,13885,33453,74003
2011,R25000,shiga,1413000,698000,715000,1393000,211000,908000,295000,13338,1.51,11884,27639,24525,7567,2341,15,32.8,-0.5,1800.5,19416,25269,5264,86095,3016,43011,2784,38606,986,33933,7396,887,18.8,53,270193,69226,10503,21250,10459,9928,37426,11442,30656,60146
2011,R26000,kyoto,2633000,1263000,1370000,2590000,333000,1674000,624000,20707,1.25,24733,53997,53960,12900,4713,16,33.6,-0.7,1650.5,30099,51279,8753,137409,5367,72557,5184,71092,9251,139276,30601,930,13.4,163,287972,76455,17421,21188,12573,11737,35929,12346,31660,58832
2011,R27000,osaka,8863000,4281000,4582000,8702000,1163000,5685000,2012000,73919,1.3,78952,156059,151156,48581,19407,16.9,33.4,1,1614,120602,134386,27000,482283,16516,253152,14913,227181,12878,206486,44644,1085,12.1,495,264034,71037,23403,20041,10992,12140,25210,13949,28654,49934
2011,R28000,hyogo,5584000,2670000,2914000,5506000,757000,3521000,1304000,47351,1.4,52259,93085,91851,28283,10308,16.8,32.5,1.1,1624.5,70804,78254,18609,315644,10861,161853,10159,142961,6691,114321,24544,1002,17.4,316,272360,70132,17040,18262,11699,11916,32839,11238,31361,58115
2011,R29000,nara,1395000,660000,735000,1386000,182000,874000,340000,10400,1.27,13267,25330,27295,6260,2423,15,32.8,-1.7,1473,18084,22283,4954,77284,3065,41682,2641,37903,1466,21485,4768,920,13.5,71,301667,70198,18037,21417,13097,16292,33632,16800,30997,71139
2011,R30000,wakayama,995000,468000,527000,991000,126000,595000,274000,7460,1.49,12310,12382,14357,4601,1890,16.6,32.6,1.1,1750.5,8499,18968,3911,53912,2493,30224,2329,29343,659,7088,1547,1034,13.7,82,252829,62054,18932,19344,9856,10370,27386,10530,23632,61036
2011,R31000,tottori,586000,280000,306000,583000,77000,353000,155000,4931,1.58,6958,9300,10359,2697,1041,15,33.1,-0.7,2375.5,4344,15654,2534,32216,1457,16620,1435,16649,794,6002,1243,1011,26.3,40,263659,63787,15838,20340,10142,12933,35722,6903,25266,62852
2011,R32000,shimane,713000,341000,372000,708000,91000,414000,207000,5582,1.61,9412,10901,11894,3058,1043,15,31.6,-0.4,1975.5,4762,18987,3344,37887,1954,19918,1821,20045,785,6395,1362,944,26.3,46,269293,62271,17840,23310,9099,12532,44689,4813,25308,60258
2011,R33000,okayama,1941000,931000,1010000,1923000,263000,1185000,493000,16635,1.48,20407,29998,29393,9665,3493,16.3,32.8,-0.7,1416.5,19659,39905,7164,108762,4143,57058,4010,54401,3340,36105,7911,960,26.1,157,284840,63769,29639,22152,11824,11238,38150,12340,25731,58514
2011,R34000,hiroshima,2858000,1380000,1478000,2827000,386000,1776000,693000,25469,1.53,28608,47773,48730,14849,5133,16.2,32.3,-0.5,1502,33644,56298,9456,158471,5527,82127,5414,75417,4074,54104,11716,906,23.3,218,298649,70291,21215,21150,15554,13040,35208,12236,32526,67766
2011,R35000,yamaguchi,1444000,681000,763000,1432000,182000,853000,407000,11222,1.52,17884,23278,25270,6549,2414,15.6,32.4,-1.5,1891,16363,24551,5257,75680,3256,39233,3066,36282,1453,17211,3654,1047,27.9,119,297516,63983,20010,20976,11820,11441,45096,10202,28263,75224
2011,R36000,tokushima,780000,370000,410000,776000,95000,473000,212000,5914,1.43,9435,10254,11386,3380,1367,16.7,32.2,1.3,2562.5,7717,14337,3266,40484,1907,21402,1817,20801,1602,11768,2508,968,18.1,99,272403,58673,22728,20462,11107,13419,37619,8182,28187,63519
2011,R37000,kagawa,992000,478000,513000,985000,131000,602000,258000,8311,1.56,11316,18377,18418,4896,1765,16.6,32.7,0.6,1604,14495,18841,3667,56164,2162,28370,2159,25965,868,9136,1979,912,20.3,83,318306,65710,20578,22463,12424,13669,43551,8685,31756,90157
2011,R38000,ehime,1424000,670000,753000,1416000,184000,857000,382000,11329,1.51,16950,18848,20774,6445,2666,16.5,32.3,0.1,1633,18275,23399,5424,76364,3132,39299,2956,37189,1155,15860,3576,919,18.1,129,262852,61918,21039,20179,11204,11785,32057,11197,25143,57851
2011,R39000,kochi,758000,356000,402000,755000,91000,447000,220000,5244,1.39,9884,10103,11542,3099,1406,17.2,32.3,-0.7,2686,4396,19331,3314,38307,2249,20504,2107,21086,930,8059,1668,937,23.6,124,314149,69793,20483,21882,11658,12737,45874,10648,33756,76498
2011,R40000,fukuoka,5081000,2399000,2683000,5040000,687000,3248000,1144000,46220,1.42,48112,103497,93778,28008,10653,17.1,33.1,1.1,1849,65464,95525,15936,278306,9679,143705,8515,133138,8450,109361,23875,998,22.2,407,289932,62709,24787,20465,13268,12789,34612,14468,29287,67765
2011,R41000,saga,847000,399000,448000,844000,123000,515000,209000,7613,1.61,9472,16427,17195,4015,1516,16.6,32.8,-0.9,2005.5,9225,19627,3308,50505,2246,27345,2179,26477,803,7737,1692,869,17.7,96,294361,66437,23835,22369,11303,12749,37914,10257,25048,75222
2011,R42000,nagasaki,1418000,662000,756000,1412000,191000,855000,371000,11727,1.6,16645,24226,28559,6337,2435,17,31.6,1.3,2169,13829,31472,5621,79019,3585,43339,3398,43391,1790,17256,3778,944,17,132,235584,60248,19311,19986,9069,10594,28130,6508,21281,51836
2011,R43000,kumamoto,1813000,852000,961000,1805000,249000,1097000,467000,16118,1.62,20008,29909,30305,8730,3291,16.9,32.8,-1.2,2154.5,15878,46963,7146,101354,4201,53556,3994,51553,1751,26296,5623,832,19.3,178,260274,60815,17671,21142,11885,12114,34442,9631,26021,56346
2011,R44000,oita,1192000,563000,629000,1183000,155000,718000,319000,9988,1.55,13806,20532,21339,5667,2110,16.6,32,-0.1,1959.5,12350,20400,4615,63239,2730,33384,2770,33865,987,15106,3424,935,21.1,135,283178,60961,15362,19164,11410,12468,42966,8127,26774,76482
2011,R45000,miyazaki,1130000,531000,600000,1127000,157000,681000,293000,10152,1.68,12980,20737,21932,5512,2354,17.3,31.2,0.4,2590,9820,29313,4213,64069,2875,34566,2699,34446,961,10245,2136,980,19.1,127,271162,60659,15161,18256,10344,12004,42270,10445,29898,62479
2011,R46000,kagoshima,1697000,793000,904000,1692000,232000,1016000,450000,15244,1.64,21047,30109,31486,8125,3148,18.4,32.7,1.8,2063,18983,34137,7646,94417,4595,50225,4493,51532,1491,16255,3556,936,16.6,227,284997,61479,17679,20683,10319,11897,43611,12144,26450,71212
2011,R47000,okinawa,1402000,688000,714000,1395000,247000,912000,242000,16918,1.86,10686,26686,23539,8401,3570,22.9,31.8,12.7,2122,17106,35100,5668,100128,3666,50822,3803,48763,1270,18359,3927,847,15.4,82,221934,53193,23454,20645,6855,9775,26806,7489,18818,48762
2012,R01000,hokkaido,5465000,2580000,2886000,5446000,640000,3398000,1422000,38686,1.26,58066,49367,56112,26538,11593,9.3,27.2,-7.8,1279,65725,65350,19603,265023,12406,141516,11152,139147,6498,79242,17196,1004,23.6,504,281574,63444,16668,26077,11414,13248,40937,10137,29009,62271
2012,R02000,aomori,1350000,635000,716000,1347000,164000,822000,364000,9168,1.36,17294,19305,24648,5846,2408,10.5,29.6,-5.1,1295.5,8602,32655,5148,69759,3322,39374,3258,40037,1320,14636,3341,1069,14.2,86,251153,61839,13668,29040,9811,10989,28739,8907,23000,54779
2012,R03000,iwate,1306000,625000,680000,1302000,162000,777000,364000,9276,1.44,16072,19306,21691,5629,1975,10.8,32,-7.2,1029.5,12287,27256,5303,68004,3346,37079,3109,37533,1353,11600,2347,943,18.7,77,275001,67891,19574,26990,10115,13264,32743,5851,24827,63872
2012,R04000,miyagi,2329000,1134000,1195000,2319000,301000,1491000,534000,18707,1.3,22101,53183,47114,12315,3957,12.6,30.8,-3.1,1179.5,33070,29200,8117,123975,4921,64906,4628,62424,4615,49395,11053,1021,16.9,115,295433,69929,14779,23889,14081,11215,41211,14240,30295,62605
2012,R05000,akita,1063000,499000,564000,1060000,118000,619000,326000,6543,1.37,14856,12503,16077,4020,1495,12.1,31.3,-3.8,1742.5,7790,23317,3727,49468,2370,28084,2382,28724,994,8527,1847,999,17.7,58,295071,67455,23413,26104,11431,12057,33427,9519,29347,71269
2012,R06000,yamagata,1153000,554000,600000,1148000,145000,681000,326000,8212,1.44,14752,14444,17144,4881,1687,11.8,33.6,-5.6,991.5,11777,21711,4442,61132,2537,32587,2660,33511,1090,11273,2449,912,16.7,55,299735,66691,17864,28346,10318,10846,51184,11389,24173,69615
2012,R07000,fukushima,1957000,956000,1001000,1950000,252000,1198000,511000,13770,1.41,23418,23346,37189,9285,3210,13.2,34.2,-3.1,1070.5,25283,24688,7346,103324,4708,58026,4505,57343,1221,14717,3317,1094,13.7,107,288946,65614,16452,26318,10841,10174,48236,8340,25676,67889
2012,R08000,ibaraki,2947000,1469000,1478000,2910000,388000,1855000,701000,22896,1.41,30009,45714,49780,14477,5261,13.9,31.8,-3,1485.5,39388,46283,10316,161554,6295,85469,5764,79826,3061,30328,6738,1002,21.3,162,307887,67317,21059,23201,12624,12678,56046,13395,29424,62269
2012,R09000,tochigi,1992000,989000,1003000,1968000,263000,1266000,463000,15973,1.43,20784,31674,32960,10225,3688,14,33.1,-3.3,1668,30973,31522,7059,109757,4283,56245,3812,55316,3462,20056,4167,959,17.3,91,324779,66330,22473,22883,12614,14511,54783,12481,34368,73703
2012,R10000,gumma,1994000,982000,1012000,1961000,267000,1229000,496000,14914,1.39,21169,27149,28447,9246,3520,14.7,34.3,-1.3,1074,21895,43824,7015,111769,4211,58045,3897,54133,1688,27021,5658,1059,15.3,119,275490,65787,12100,21740,12105,10881,37503,8973,26386,69049
2012,R11000,saitama,7216000,3612000,3604000,7130000,940000,4687000,1585000,56943,1.29,59137,157961,147663,36776,13434,15.1,35.2,-1.6,1079,115352,84666,20142,385264,12238,196960,11246,177631,4386,117691,22820,914,25.2,296,314879,72512,22164,23740,14441,12152,37698,25131,32835,63527
2012,R12000,chiba,6200000,3087000,3113000,6125000,791000,3966000,1437000,48881,1.31,53206,132651,140839,32150,11521,15.9,32.3,1.1,1614,95757,77685,18310,329632,10750,165610,9649,151537,4120,105277,22010,960,23.4,243,260208,68241,13504,20496,10496,13858,32011,10648,29359,51869
2012,R13000,tokyo,13234000,6538000,6697000,12918000,1494000,8924000,2812000,107401,1.09,109194,400274,343777,89301,25329,16.3,33.1,1.8,1570,173642,180706,32246,586412,19209,311758,18951,315341,48857,643163,149914,956,22.9,590,318910,79991,24679,23341,15055,15518,32808,18663,35378,62640
2012,R14000,kanagawa,9070000,4544000,4526000,8946000,1178000,5942000,1948000,75477,1.3,71996,207908,199306,51530,16812,15.8,32.4,1.7,1997.5,143312,103144,24799,475519,14577,236734,12341,201387,5151,186788,35721,921,24.8,298,304866,74570,22640,22589,13088,13030,43386,13873,32525,58770
2012,R15000,niigata,2350000,1137000,1214000,2339000,292000,1415000,639000,17476,1.43,28083,22966,27811,10219,3222,13.8,31.9,-1.2,1810,15594,59654,8626,120812,5173,64445,4725,63642,2326,25053,5800,1044,23,111,293075,68971,16850,26905,10093,12074,41844,11606,26384,66959
2012,R16000,toyama,1083000,523000,561000,1073000,138000,646000,299000,7880,1.42,12754,12680,13353,4871,1548,14.2,33,-1.2,2322.5,7229,29217,3682,57959,2152,30364,2344,29279,1102,10301,2251,1024,22.8,91,304475,69200,21834,26288,11488,11600,42238,8029,27409,76783
2012,R17000,ishikawa,1164000,562000,601000,1155000,156000,716000,291000,9544,1.47,12223,17263,17684,5708,1765,14.8,33.1,0,2675.5,8192,34150,4238,64137,2370,33622,2507,32352,2555,24600,5396,991,14.7,87,313616,72967,14448,25695,12161,14042,48451,17612,30630,67436
2012,R18000,fukui,800000,387000,412000,790000,109000,482000,208000,6712,1.6,8795,8819,10460,3634,1240,14.6,34.2,-1,2492.5,5242,25206,3181,45023,1889,24086,1838,23748,896,8765,1880,976,17.8,62,278972,67355,13074,25327,10110,10056,36628,10113,25515,71158
2012,R19000,yamanashi,852000,417000,435000,841000,110000,524000,218000,6336,1.43,9555,13016,14294,3923,1591,14.8,34.6,-3.1,1003.5,6771,19642,3220,46329,1971,25466,2043,27319,1109,16209,3492,991,17.3,52,273153,68628,15499,21740,11541,10627,36302,9167,26962,63681
2012,R20000,nagano,2132000,1037000,1095000,2107000,288000,1260000,585000,16661,1.51,24474,27020,29076,9948,3541,12.1,33,-4.5,955.5,13302,51355,7522,119583,4892,63310,4601,60331,1472,14326,3160,862,25,116,307393,65762,25251,25370,12327,13837,48027,10332,29348,66551
2012,R21000,gifu,2062000,998000,1064000,2029000,283000,1258000,520000,16496,1.45,21531,26630,30546,9521,3306,15.7,33.7,0.3,1871.5,23403,41039,7430,117728,4560,62055,4105,57276,1688,19540,4063,932,20.7,91,285054,68380,14412,24093,12309,13607,40475,12176,28083,62853
2012,R22000,shizuoka,3739000,1841000,1898000,3686000,501000,2302000,932000,30810,1.52,38194,51969,55921,19323,6878,16.6,31.6,1.6,2488.5,62201,53202,11466,205222,6962,106995,7039,101507,2019,31726,6981,943,21.2,152,307815,73167,17159,24779,12024,13636,36934,11023,31213,75762
2012,R23000,aichi,7431000,3713000,3718000,7279000,1056000,4780000,1591000,67913,1.46,61354,110624,103032,42704,13494,15.8,33.4,0.4,1567.5,98891,139906,22983,423742,13589,220898,12256,194965,10499,171679,37969,945,22.9,287,253787,69088,14579,21847,10730,9837,28591,11845,27424,51171
2012,R24000,mie,1841000,896000,945000,1811000,248000,1128000,465000,14729,1.47,19210,27750,29859,9006,3237,15.9,31.8,1.8,1714,20094,38646,7152,102580,4175,54143,3814,50645,1220,13595,2940,976,30.7,89,286223,62968,14168,21494,10904,12900,48747,9839,32908,61250
2012,R25000,shiga,1414000,698000,716000,1395000,210000,899000,306000,13236,1.53,12221,26456,25173,7389,2346,14.8,33.4,0.5,1737.5,19674,27329,5292,84910,3053,43221,2806,38954,1014,33967,7421,876,19,52,264630,68231,12180,20340,11386,10997,37461,8680,27982,59096
2012,R26000,kyoto,2628000,1260000,1368000,2585000,330000,1646000,649000,20111,1.23,25416,53821,54239,13189,4646,15.8,34.5,0.6,1562,29602,50663,8744,135428,5391,72382,5254,71903,9500,139701,30596,928,13.8,161,271914,73166,18265,23172,12687,12496,30331,8840,29127,53191
2012,R27000,osaka,8861000,4277000,4584000,8703000,1152000,5605000,2099000,73012,1.31,80472,154847,149466,48114,18761,16.6,34.3,2,1519.5,120743,137476,26973,471301,16728,253485,14987,232159,12956,205507,43559,1051,12.2,496,276646,70246,21660,20872,12096,14268,31504,17296,25123,53806
2012,R28000,hyogo,5575000,2665000,2910000,5499000,750000,3466000,1355000,46436,1.4,53657,90850,92145,28236,10264,16.6,33.2,2.2,1254.5,71557,81557,18571,308950,10920,162116,10276,144054,6693,114790,25490,984,16.7,317,269877,69327,19445,19056,11184,11907,36711,9945,26605,55914
2012,R29000,nara,1388000,656000,732000,1379000,179000,856000,355000,10565,1.32,13656,24671,27362,6223,2390,14.7,33.9,-0.8,1597.5,17775,21920,4936,75458,3050,41693,2646,37866,1472,21295,4779,914,13.3,71,315513,71093,21107,22478,12914,14496,42410,16592,30792,71833
2012,R30000,wakayama,988000,465000,524000,984000,124000,583000,281000,7424,1.53,12435,11757,14139,4664,1959,16.4,33.2,1.9,1637,8478,19910,3881,52139,2470,29663,2325,29203,680,7113,1592,1022,14.3,79,244922,63070,10735,20112,9686,10997,26975,9395,25259,59620
2012,R31000,tottori,583000,278000,305000,580000,77000,347000,158000,4771,1.57,7074,9119,10572,2759,1065,14.9,34.9,-0.7,2281,4117,16447,2566,31737,1485,16389,1414,16377,811,6111,1246,1009,26,40,276867,65626,17523,23659,10165,11225,42908,8064,24460,64017
2012,R32000,shimane,708000,339000,369000,704000,90000,405000,212000,5585,1.68,9513,10657,11856,3114,1014,15.1,33.9,0.3,1561.5,4621,21375,3279,37064,1946,19560,1815,19580,834,6488,1382,939,25.5,46,271469,63515,21254,25076,9750,10418,40353,4539,23097,64526
2012,R33000,okayama,1937000,929000,1008000,1920000,261000,1167000,507000,16279,1.47,21181,30173,29769,9570,3518,16.1,33.7,0.6,1106,19884,40886,7263,107305,4144,56327,4026,54925,3359,36498,8017,947,26.7,154,274737,62346,23111,22017,11756,12450,40622,10429,27483,55194
2012,R34000,hiroshima,2855000,1379000,1476000,2824000,383000,1746000,719000,24846,1.54,29273,46788,49574,14668,5074,16.2,33.6,1,1478,33822,57460,9476,156289,5513,81299,5424,75275,4047,54148,11720,894,22.1,217,290940,68521,21200,22676,12107,12531,35240,11181,28017,69835
2012,R35000,yamaguchi,1434000,677000,757000,1423000,180000,833000,418000,10797,1.52,18231,22482,26117,6547,2390,15.4,32.9,0.1,1692.5,16507,25027,5203,73830,3251,38868,3006,36042,1443,17185,3703,1036,28.1,120,283103,60388,21259,21842,9021,12295,52378,6954,24864,63159
2012,R36000,tokushima,775000,368000,406000,771000,94000,464000,217000,5744,1.44,9781,10532,11363,3370,1254,16.4,32.6,2,1639,7756,14591,3252,39400,1912,21132,1792,20602,1613,11751,2523,962,17.3,99,313491,66742,22501,21980,14243,11999,49286,14438,29056,74092
2012,R37000,kagawa,989000,477000,512000,982000,131000,591000,268000,8161,1.56,11369,18982,18794,4789,1887,16.3,34.1,1.4,1020.5,14496,20472,3693,55155,2152,28654,2175,26111,813,9066,1945,891,19.9,83,309212,65628,18382,22167,12971,12976,46148,13394,30077,78262
